2018-05-09 13:57:31,721, feature_set, program, baseline, optimal, one_runtime, five_runtime, one_speedup, five_speedup, optimal_speedup, step
2018-05-10 15:13:05,327, STATIC, cBench_network_dijkstra_1, 0.004100000000000000004792173602, 0.0001000000000000000047921736024, 0.0001000000000000000047921736024, 0.0001000000000000000047921736024, 40.99999999999999808313055904, 40.99999999999999808313055904, 40.99999999999999808313055904, 101
2018-05-10 15:13:06,153, STATIC, cBench_network_dijkstra_2, 0.02010000000000000000479217360, 0.008100000000000000004792173602, 0.01610000000000000000479217360, 0.01210000000000000000479217360, 1.248447204968944099304931544, 1.661157024793388429490216592, 2.481481481481481480604997969, 101
2018-05-10 15:13:07,881, STATIC, cBench_network_dijkstra_3, 0.2281000000000000000047921736, 0.07210000000000000000479217360, 0.2081000000000000000047921736, 0.1041000000000000000047921736, 1.096107640557424315230847840, 2.191162343900096061424512423, 3.163661581137309292505289294, 101
2018-05-10 15:13:12,204, STATIC, cBench_network_dijkstra_4, 0.8641000000000000000047921736, 0.3201000000000000000047921736, 0.7681000000000000000047921736, 0.3401000000000000000047921736, 1.124983726077333680509570442, 2.540723316671567186100019366, 2.699468915963761324560624336, 101
2018-05-10 15:13:21,313, STATIC, cBench_network_dijkstra_5, 1.772100000000000000004792174, 0.8601000000000000000047921736, 1.820100000000000000004792174, 0.8641000000000000000047921736, 0.9736278226471073017966740179, 2.050804305057285036448286499, 2.060341820718521102191511055, 101
2018-05-10 15:21:25,505, STATIC, cBench_consumer_tiffdither_1, 0.2001000000000000000047921736, 0.08810000000000000000479217360, 0.2441000000000000000047921736, 0.1521000000000000000047921736, 0.8197460057353543629695362902, 1.315581854043392504921023517, 2.271282633371169125924038512, 101
2018-05-10 15:21:47,735, STATIC, cBench_consumer_tiffdither_2, 0.4441000000000000000047921736, 0.1521000000000000000047921736, 0.4441000000000000000047921736, 0.2401000000000000000047921736,     1, 1.849645980841316118267090166, 2.919789612097304404936226396, 101
2018-05-10 15:25:27,433, STATIC, cBench_consumer_tiffdither_3, 38.34810000000000000000479217, 17.70810000000000000000479217, 39.68810000000000000000479217, 19.23610000000000000000479217, 0.9662367309092649937890743522, 1.993548588331314559603830233, 2.165568299252884273298344509, 101
2018-05-10 15:25:55,867, STATIC, cBench_consumer_tiffdither_4, 1.644100000000000000004792174, 0.7241000000000000000047921736, 1.580100000000000000004792174, 0.8481000000000000000047921736, 1.040503765584456679956841908, 1.938568565027708996575288547, 2.270542742715094600184934870, 101
2018-05-10 15:26:16,673, STATIC, cBench_consumer_tiffdither_5, 0.1041000000000000000047921736, 0.04410000000000000000479217360, 0.1001000000000000000047921736, 0.06410000000000000000479217360, 1.039960039960039960038046999, 1.624024960998439937550851233, 2.360544217687074829784127799, 101
2018-05-10 15:36:53,602, STATIC, cBench_automotive_susan_c_1, 1.444100000000000000004792174, 0.3481000000000000000047921736, 0.5321000000000000000047921736, 0.5241000000000000000047921736, 2.713963540687840631444815617, 2.755390192711314634595664693, 4.148520540074691180651857924, 101
2018-05-10 15:37:02,447, STATIC, cBench_automotive_susan_c_2, 1.304100000000000000004792174, 0.3721000000000000000047921736, 0.5761000000000000000047921736, 0.5041000000000000000047921736, 2.263669501822600243002854152, 2.586986708986312239619906536, 3.504703036818059661349091719, 101
2018-05-10 15:37:20,333, STATIC, cBench_automotive_susan_c_3, 4.432100000000000000004792174, 1.216100000000000000004792174, 1.268100000000000000004792174, 1.228100000000000000004792174, 3.495071366611465972705656639, 3.608908069375458024580651135, 3.644519365183784228260280407, 101
2018-05-10 15:37:25,560, STATIC, cBench_automotive_susan_c_4, 0.5401000000000000000047921736, 0.1201000000000000000047921736, 0.1881000000000000000047921736, 0.1441000000000000000047921736, 2.871345029239766081823669270, 3.748091603053435114412426565, 4.497085761865112406188520882, 101
2018-05-10 15:37:39,247, STATIC, cBench_automotive_susan_c_5, 3.008100000000000000004792174, 0.8561000000000000000047921736, 0.9201000000000000000047921736, 0.8801000000000000000047921736, 3.269318552331268340385963517, 3.417907056016361777057621827, 3.513725032122415605639474119, 101
2018-05-10 15:48:11,400, STATIC, cBench_telecom_adpcm_d_1, 0.08810000000000000000479217360, 0.02410000000000000000479217360, 0.04410000000000000000479217360, 0.04810000000000000000479217360, 1.997732426303854875175027052, 1.831600831600831600748748949, 3.655601659751037343870286134, 101
2018-05-10 15:48:29,041, STATIC, cBench_telecom_adpcm_d_2, 4.416100000000000000004792174, 1.732100000000000000004792174, 2.380100000000000000004792174, 2.268100000000000000004792174, 1.855426242594848955924499243, 1.947048190115074291254998272, 2.549564112926505398067417712, 101
2018-05-10 15:48:31,439, STATIC, cBench_telecom_adpcm_d_3, 0.4241000000000000000047921736, 0.1081000000000000000047921736, 0.2161000000000000000047921736, 0.1481000000000000000047921736, 1.962517353077279037461302405, 2.863605671843349088393445497, 3.923219241443108232987894782, 101
2018-05-10 15:48:34,440, STATIC, cBench_telecom_adpcm_d_4, 0.6961000000000000000047921736, 0.1881000000000000000047921736, 0.3521000000000000000047921736, 0.2401000000000000000047921736, 1.976995171826185742673439561, 2.899208663057059558479378019, 3.700691121743753322631886333, 101
2018-05-10 15:48:37,514, STATIC, cBench_telecom_adpcm_d_5, 0.6881000000000000000047921736, 0.1921000000000000000047921736, 0.3441000000000000000047921736, 0.2361000000000000000047921736, 1.999709386806160999695464165, 2.914443032613299449346995581, 3.581988547631441957249488093, 101
2018-05-10 15:57:03,577, STATIC, cBench_consumer_tiff2rgba_1, 0.2401000000000000000047921736, 0.07610000000000000000479217360, 0.1961000000000000000047921736, 0.1321000000000000000047921736, 1.224375318714941356445307264, 1.817562452687358062044527621, 3.155059132720105124700033936, 101
2018-05-10 15:57:24,956, STATIC, cBench_consumer_tiff2rgba_2, 0.3641000000000000000047921736, 0.1001000000000000000047921736, 0.3361000000000000000047921736, 0.1761000000000000000047921736, 1.083308539125260339183578611, 2.067575241340147643355388950, 3.637362637362637362511101902, 101
2018-05-10 16:01:41,343, STATIC, cBench_consumer_tiff2rgba_3, 33.38410000000000000000479217, 18.58410000000000000000479217, 38.70410000000000000000479217, 18.96010000000000000000479217, 0.8625468619603607886503150493, 1.760755481247461774990445954, 1.796379700927136638308886823, 101
2018-05-10 16:02:09,787, STATIC, cBench_consumer_tiff2rgba_4, 1.372100000000000000004792174, 0.5441000000000000000047921736, 1.372100000000000000004792174, 0.8121000000000000000047921736,     1, 1.689570249969215613836590888, 2.521779084727072229356198072, 101
2018-05-10 16:02:29,943, STATIC, cBench_consumer_tiff2rgba_5, 0.09210000000000000000479217360, 0.02810000000000000000479217360, 0.1041000000000000000047921736, 0.04810000000000000000479217360, 0.8847262247838616714750471848, 1.914760914760914760823623844, 3.277580071174377223810869783, 101
2018-05-10 16:12:59,316, STATIC, cBench_automotive_qsort1_1, 2.608100000000000000004792174, 1.528100000000000000004792174, 1.760100000000000000004792174, 1.596100000000000000004792174, 1.481790807340492017497693980, 1.634045485871812543071838571, 1.706760028793927099009628351, 101
2018-05-10 16:13:07,332, STATIC, cBench_automotive_qsort1_2, 1.556100000000000000004792174, 0.8601000000000000000047921736, 0.9521000000000000000047921736, 0.9001000000000000000047921736, 1.634387144207541224658082037, 1.728807910232196422615828715, 1.809208231600976630619837384, 101
2018-05-10 16:13:17,792, STATIC, cBench_automotive_qsort1_3, 1.988100000000000000004792174, 1.184100000000000000004792174, 1.328100000000000000004792174, 1.264100000000000000004792174, 1.496950530833521572168977130, 1.572739498457400522108421274, 1.678996706359260197615696419, 101
2018-05-10 16:13:29,351, STATIC, cBench_automotive_qsort1_4, 2.112100000000000000004792174, 1.336100000000000000004792174, 1.672100000000000000004792174, 1.376100000000000000004792174, 1.263142156569583158901225391, 1.534844851391613981540176535, 1.580794850684828979864693309, 101
2018-05-10 16:13:38,341, STATIC, cBench_automotive_qsort1_5, 1.536100000000000000004792174, 0.9601000000000000000047921736, 1.240100000000000000004792174, 0.9921000000000000000047921736, 1.238690428191274897184788448, 1.548331821388972885795154016, 1.599937506509738568896078529, 101
2018-05-10 16:24:09,922, STATIC, cBench_telecom_adpcm_c_1, 0.1361000000000000000047921736, 0.03610000000000000000479217360, 0.05210000000000000000479217360, 0.04410000000000000000479217360, 2.612284069097888675475502012, 3.086167800453514739002329291, 3.770083102493074791876046562, 101
2018-05-10 16:24:30,109, STATIC, cBench_telecom_adpcm_c_2, 6.144100000000000000004792174, 2.024100000000000000004792174, 2.560100000000000000004792174, 2.052100000000000000004792174, 2.399945314636147025504195625, 2.994054870620340139364769817, 3.035472555703769576597127445, 101
2018-05-10 16:24:32,866, STATIC, cBench_telecom_adpcm_c_3, 0.3921000000000000000047921736, 0.1241000000000000000047921736, 0.2561000000000000000047921736, 0.1921000000000000000047921736, 1.531042561499414291282526950, 2.041124414367516918245761328, 3.159548751007252215871483219, 101
2018-05-10 16:24:36,748, STATIC, cBench_telecom_adpcm_c_4, 0.7321000000000000000047921736, 0.2161000000000000000047921736, 0.4521000000000000000047921736, 0.2601000000000000000047921736, 1.619332006193320061926635818, 2.814686658977316416729349121, 3.387783433595557612163615582, 101
2018-05-10 16:24:40,425, STATIC, cBench_telecom_adpcm_c_5, 0.7761000000000000000047921736, 0.2161000000000000000047921736, 0.4161000000000000000047921736, 0.2681000000000000000047921736, 1.865176640230713770718226204, 2.894815367400223797056768802, 3.591392873669597408549660322, 101
2018-05-10 16:35:54,920, STATIC, cBench_security_sha_1, 0.008100000000000000004792173602, 0.0001000000000000000047921736024, 0.004100000000000000004792173602, 0.004100000000000000004792173602, 1.975609756097560974469441142, 1.975609756097560974469441142, 80.99999999999999616626111808, 101
2018-05-10 16:35:56,488, STATIC, cBench_security_sha_2, 0.08410000000000000000479217360, 0.01610000000000000000479217360, 0.05610000000000000000479217360, 0.04410000000000000000479217360, 1.499108734402852049868238579, 1.907029478458049886522751866, 5.223602484472049688183836253, 101
2018-05-10 16:35:58,613, STATIC, cBench_security_sha_3, 0.1681000000000000000047921736, 0.04410000000000000000479217360, 0.1681000000000000000047921736, 0.08010000000000000000479217360,     1, 2.098626716604244694066606617, 3.811791383219954648220530784, 101
2018-05-10 16:36:18,222, STATIC, cBench_security_sha_4, 3.884100000000000000004792174, 1.340100000000000000004792174, 3.828100000000000000004792174, 1.528100000000000000004792174, 1.014628666962723021864614273, 2.541783914665270597469152217, 2.898365793597492724416761959, 101
2018-05-10 16:36:20,781, STATIC, cBench_security_sha_5, 0.2441000000000000000047921736, 0.08810000000000000000479217360, 0.2481000000000000000047921736, 0.1201000000000000000047921736, 0.9838774687625957275295335025, 2.032472939217318900874706165, 2.770715096481271282537053642, 101
2018-05-10 16:48:07,586, STATIC, cBench_bzip2d_1, 6.856100000000000000004792174, 3.952100000000000000004792174, 4.140100000000000000004792174, 4.080100000000000000004792174, 1.656022801381609139875089062, 1.680375480993112913898370021, 1.734799220667493231445681717, 101
2018-05-10 16:48:25,814, STATIC, cBench_bzip2d_2, 0.7601000000000000000047921736, 0.3921000000000000000047921736, 0.5081000000000000000047921736, 0.4241000000000000000047921736, 1.495965361149380043293885550, 1.792265975005894836114603452, 1.938536087732721244568993553, 101
2018-05-10 16:48:50,052, STATIC, cBench_bzip2d_3, 2.204100000000000000004792174, 1.276100000000000000004792174, 1.420100000000000000004792174, 1.324100000000000000004792174, 1.552073797619885923524649226, 1.664602371422098028847379435, 1.727215735443930726429366864, 101
2018-05-10 16:49:06,354, STATIC, cBench_bzip2d_4, 0.7681000000000000000047921736, 0.2921000000000000000047921736, 0.4601000000000000000047921736, 0.3241000000000000000047921736, 1.669419691371440991081921375, 2.369947547053378586835652495, 2.629578911331735706922940003, 101
2018-05-10 16:49:19,676, STATIC, cBench_bzip2d_5, 0.008100000000000000004792173602, 0.004100000000000000004792173602, 0.008100000000000000004792173602, 0.004100000000000000004792173602,     1, 1.975609756097560974469441142, 1.975609756097560974469441142, 101
2018-05-10 16:58:54,413, STATIC, cBench_consumer_tiff2bw_1, 0.1921000000000000000047921736, 0.06410000000000000000479217360, 0.1081000000000000000047921736, 0.08810000000000000000479217360, 1.777058279370952821427161904, 2.180476730987514188358035761, 2.996879875195007800162723947, 101
2018-05-10 16:59:26,350, STATIC, cBench_consumer_tiff2bw_2, 0.2841000000000000000047921736, 0.08010000000000000000479217360, 0.1321000000000000000047921736, 0.1321000000000000000047921736, 2.150643451930355791025631467, 2.150643451930355791025631467, 3.546816479400749063518042613, 101
2018-05-10 17:01:37,159, STATIC, cBench_consumer_tiff2bw_3, 25.71210000000000000000479217, 10.75210000000000000000479217, 14.63210000000000000000479217, 10.31610000000000000000479217, 1.757239220617683039344753739, 2.492424462733009567568446220, 2.391356107179062694728781576, 101
2018-05-10 17:02:13,302, STATIC, cBench_consumer_tiff2bw_4, 1.400100000000000000004792174, 0.5281000000000000000047921736, 0.7601000000000000000047921736, 0.7361000000000000000047921736, 1.841994474411261676089942135, 1.902051351718516505903650610, 2.651202423783374360901509471, 101
2018-05-10 17:02:43,731, STATIC, cBench_consumer_tiff2bw_5, 0.09610000000000000000479217360, 0.02810000000000000000479217360, 0.04410000000000000000479217360, 0.04410000000000000000479217360, 2.179138321995464852479577425, 2.179138321995464852479577425, 3.419928825622775800299049145, 101
2018-05-10 17:11:47,858, STATIC, cBench_automotive_bitcount_1, 13.40410000000000000000479217, 2.832100000000000000004792174, 13.58810000000000000000479217, 3.096100000000000000004792174, 0.9864587396324725311117864081, 4.329349827201963760855284123, 4.732919035344797146987080682, 101
2018-05-10 17:13:31,353, STATIC, cBench_automotive_bitcount_2, 26.18410000000000000000479217, 5.452100000000000000004792174, 26.44810000000000000000479217, 5.620100000000000000004792174, 0.9900181865616055595676077992, 4.659009626163235529613790748, 4.802571486216320316938753400, 101
2018-05-10 17:16:04,790, STATIC, cBench_automotive_bitcount_3, 39.28010000000000000000479217, 8.128100000000000000004792174, 39.38010000000000000000479217, 8.416100000000000000004792174, 0.9974606463670737250540250576, 4.667256805408680980499569381, 4.832630011933908293448854390, 101
2018-05-10 17:19:28,663, STATIC, cBench_automotive_bitcount_4, 52.56010000000000000000479217, 10.78810000000000000000479217, 52.70410000000000000000479217, 11.16410000000000000000479217, 0.9972677647469551704706087969, 4.707956754239034046630022200, 4.872044196846525338102302028, 101
2018-05-10 17:23:42,987, STATIC, cBench_automotive_bitcount_5, 65.77610000000000000000479217, 13.50810000000000000000479217, 65.86810000000000000000479217, 13.96410000000000000000479217, 0.9986032692608409837235324337, 4.710371595734777035396639903, 4.869382074459028286730291992, 101
2018-05-10 17:33:58,041, STATIC, cBench_telecom_CRC32_1, 0.1401000000000000000047921736, 0.08010000000000000000479217360, 0.1201000000000000000047921736, 0.1041000000000000000047921736, 1.166527893422148209818500994, 1.345821325648414985574858445, 1.749063670411985018681777239, 101
2018-05-10 17:34:35,779, STATIC, cBench_telecom_CRC32_2, 6.384100000000000000004792174, 5.472100000000000000004792174, 6.532100000000000000004792174, 5.584100000000000000004792174, 0.9773426616248985777927632121, 1.143263910030264500993770429, 1.166663620913360501452678372, 101
2018-05-10 17:34:39,314, STATIC, cBench_telecom_CRC32_3, 0.5721000000000000000047921736, 0.3521000000000000000047921736, 0.4281000000000000000047921736, 0.3641000000000000000047921736, 1.336370007007708479323494643, 1.571271628673441362255595625, 1.624822493609769951709757859, 101
2018-05-10 17:34:44,722, STATIC, cBench_telecom_CRC32_4, 0.7161000000000000000047921736, 0.6121000000000000000047921736, 0.8801000000000000000047921736, 0.6241000000000000000047921736, 0.8136575389160322690613486938, 1.147412273674090690593324106, 1.169906877961117464465260214, 101
2018-05-10 17:34:50,236, STATIC, cBench_telecom_CRC32_5, 0.7401000000000000000047921736, 0.6081000000000000000047921736, 0.8801000000000000000047921736, 0.6321000000000000000047921736, 0.8409271673673446199304196167, 1.170859041290934978641324496, 1.217069560927479033052063419, 101
2018-05-10 17:43:34,440, STATIC, cBench_office_stringsearch1_1, 0.0001000000000000000047921736024, 0.0001000000000000000047921736024, 0.0001000000000000000047921736024, 0.0001000000000000000047921736024,     1,     1,     1, 101
2018-05-10 17:43:36,400, STATIC, cBench_office_stringsearch1_2, 0.004100000000000000004792173602, 0.004100000000000000004792173602, 0.004100000000000000004792173602, 0.004100000000000000004792173602,     1,     1,     1, 101
2018-05-10 17:43:38,472, STATIC, cBench_office_stringsearch1_3, 0.02010000000000000000479217360, 0.008100000000000000004792173602, 0.02410000000000000000479217360, 0.01210000000000000000479217360, 0.8340248962655601660081071166, 1.661157024793388429490216592, 2.481481481481481480604997969, 101
2018-05-10 17:43:41,933, STATIC, cBench_office_stringsearch1_4, 0.2841000000000000000047921736, 0.1241000000000000000047921736, 0.2841000000000000000047921736, 0.1921000000000000000047921736,     1, 1.478917230609057782393050211, 2.289282836422240128878497444, 101
2018-05-10 17:43:43,999, STATIC, cBench_office_stringsearch1_5, 0.03210000000000000000479217360, 0.01610000000000000000479217360, 0.04410000000000000000479217360, 0.02010000000000000000479217360, 0.7278911564625850340431744403, 1.597014925373134328215870688, 1.993788819875776397219726177, 101
2018-05-10 17:54:23,371, STATIC, cBench_automotive_susan_e_1, 2.632100000000000000004792174, 0.6681000000000000000047921736, 0.7841000000000000000047921736, 0.7721000000000000000047921736, 3.356842239510266547619826047, 3.409014376376117083264415989, 3.939679688669360874099554775, 101
2018-05-10 17:54:39,319, STATIC, cBench_automotive_susan_e_2, 3.044100000000000000004792174, 0.7961000000000000000047921736, 1.004100000000000000004792174, 1.028100000000000000004792174, 3.031670152375261428134910749, 2.960898745258243361531566027, 3.823765858560482351446386163, 101
2018-05-10 17:55:25,178, STATIC, cBench_automotive_susan_e_3, 10.36810000000000000000479217, 3.292100000000000000004792174, 3.764100000000000000004792174, 3.412100000000000000004792174, 2.754469859993092638344250225, 3.038627238357609683183444371, 3.149387928677743689435223643, 101
2018-05-10 17:55:33,063, STATIC, cBench_automotive_susan_e_4, 0.8201000000000000000047921736, 0.2361000000000000000047921736, 0.3961000000000000000047921736, 0.3761000000000000000047921736, 2.070436758394344862395532141, 2.180537091199149162441751293, 3.473528166031342651368684556, 101
2018-05-10 17:56:02,381, STATIC, cBench_automotive_susan_e_5, 6.516100000000000000004792174, 1.540100000000000000004792174, 2.140100000000000000004792174, 1.824100000000000000004792174, 3.044764263352179804677445509, 3.572227399813606710151676684, 4.230959028634504252960532876, 101
2018-05-10 18:09:24,679, STATIC, cBench_bzip2e_1, 16.64810000000000000000479217, 7.732100000000000000004792174, 8.108100000000000000004792174, 8.060100000000000000004792174, 2.053267719934386601052645201, 2.065495465316807483777483400, 2.153114936433827808744645577, 101
2018-05-10 18:09:48,882, STATIC, cBench_bzip2e_2, 1.896100000000000000004792174, 0.8041000000000000000047921736, 1.024100000000000000004792174, 0.8561000000000000000047921736, 1.851479347719949223704637792, 2.214811353813806798264429872, 2.358040044770550926493585421, 101
2018-05-10 18:10:25,016, STATIC, cBench_bzip2e_3, 5.484100000000000000004792174, 2.472100000000000000004792174, 2.868100000000000000004792174, 2.484100000000000000004792174, 1.912102088490638401727843886, 2.207680850207318545949926566, 2.218397314024513571455103446, 101
2018-05-10 18:10:44,353, STATIC, cBench_bzip2e_4, 0.7121000000000000000047921736, 0.2841000000000000000047921736, 0.4361000000000000000047921736, 0.2881000000000000000047921736, 1.632882366429717954590614808, 2.471711211384935786160872282, 2.506511791622668074596200401, 101
2018-05-10 18:11:01,504, STATIC, cBench_bzip2e_5, 0.01610000000000000000479217360, 0.004100000000000000004792173602, 0.004100000000000000004792173602, 0.004100000000000000004792173602, 3.926829268292682923408323425, 3.926829268292682923408323425, 3.926829268292682923408323425, 101
2018-05-10 18:23:28,573, STATIC, cBench_security_rijndael_e_1, 0.01610000000000000000479217360, 0.004100000000000000004792173602, 0.008100000000000000004792173602, 0.008100000000000000004792173602, 1.987654320987654320403331979, 1.987654320987654320403331979, 3.926829268292682923408323425, 101
2018-05-10 18:23:32,587, STATIC, cBench_security_rijndael_e_2, 0.1601000000000000000047921736, 0.04810000000000000000479217360, 0.08410000000000000000479217360, 0.07610000000000000000479217360, 1.903686087990487514811764321, 2.103810775295663600456114943, 3.328482328482328482096497057, 101
2018-05-10 18:23:37,706, STATIC, cBench_security_rijndael_e_3, 0.3201000000000000000047921736, 0.1041000000000000000047921736, 0.1801000000000000000047921736, 0.1481000000000000000047921736, 1.777345918933925596869932390, 2.161377447670492910158234150, 3.074927953890489913449150673, 101
2018-05-10 18:24:24,576, STATIC, cBench_security_rijndael_e_4, 7.528100000000000000004792174, 2.968100000000000000004792174, 4.432100000000000000004792174, 4.408100000000000000004792174, 1.698540195392703233229541859, 1.707787935845375558629933113, 2.536336376806711364169885654, 101
2018-05-10 18:24:31,145, STATIC, cBench_security_rijndael_e_5, 0.4481000000000000000047921736, 0.1921000000000000000047921736, 0.3601000000000000000047921736, 0.3201000000000000000047921736, 1.244376562066092752010077493, 1.399875039050296782249558667, 2.332639250390421655354574500, 101
2018-05-10 18:32:20,988, STATIC, cBench_security_blowfish_d_1, 0.01210000000000000000479217360, 0.004100000000000000004792173602, 0.008100000000000000004792173602, 0.004100000000000000004792173602, 1.493827160493827160201665990, 2.951219512195121948938882283, 2.951219512195121948938882283, 101
2018-05-10 18:32:24,242, STATIC, cBench_security_blowfish_d_2, 0.1081000000000000000047921736, 0.04810000000000000000479217360, 0.07610000000000000000479217360, 0.06410000000000000000479217360, 1.420499342969776609697567597, 1.686427457098283931305936357, 2.247401247401247401123123424, 101
2018-05-10 18:32:27,970, STATIC, cBench_security_blowfish_d_3, 0.2121000000000000000047921736, 0.1081000000000000000047921736, 0.1721000000000000000047921736, 0.1561000000000000000047921736, 1.232423009877977919807589707, 1.358744394618834080706475558, 1.962072155411655874147914738, 101
2018-05-10 18:32:54,116, STATIC, cBench_security_blowfish_d_4, 5.944100000000000000004792174, 3.316100000000000000004792174, 3.620100000000000000004792174, 3.380100000000000000004792174, 1.641971216264744067842579918, 1.758557439129019851482608462, 1.792497210578691836795091287, 101
2018-05-10 18:32:58,988, STATIC, cBench_security_blowfish_d_5, 0.4081000000000000000047921736, 0.2121000000000000000047921736, 0.3241000000000000000047921736, 0.2801000000000000000047921736, 1.259179265658747300212150472, 1.456979650124955373073224113, 1.924092409240924092388362040, 101
